序号,投资者账号,投资者,报单编号,本地报单编号,交易所,合约代码,合约名称,买卖,开平,报单价格,报单数量,报单状态,成交均价,成交数量,撤单数量,剩余数量,报单时间,撤单时间,成交时间,成交时间(日),手续费,平仓盈亏,平仓盈亏(逐笔),类型,时态,策略编号,备注,MEMO,策略名称,类别,下单用户,撤单用户,IP地址,MAC,委托终端,前置ID,会话ID,营业部
1714,138411,？？？？？？？？′？？？,176277,000000026673,SHFE,ni2209,ni2209,买,开仓,161110,1,撤单,4281.0,0,1,0,00:24:20,00:24:20,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1713,138411,？？？？？？？？′？？？,176275,000000026657,SHFE,ni2209,ni2209,买,开仓,161120,1,撤单,4281.0,0,1,0,00:24:20,00:24:20,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1712,138411,？？？？？？？？′？？？,176165,000000026641,SHFE,ni2209,ni2209,买,开仓,160940,1,撤单,4281.0,0,1,0,00:24:08,00:24:08,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1711,138411,？？？？？？？？′？？？,176154,000000026625,SHFE,ni2209,ni2209,买,开仓,160940,1,撤单,4281.0,0,1,0,00:24:06,00:24:07,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1710,138411,？？？？？？？？′？？？,175698,000000026609,SHFE,ni2209,ni2209,买,开仓,160910,1,撤单,4281.0,0,1,0,00:22:11,00:22:11,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1709,138411,？？？？？？？？′？？？,175692,000000026593,SHFE,ni2209,ni2209,买,开仓,160880,1,撤单,4281.0,0,1,0,00:22:10,00:22:11,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1708,138411,？？？？？？？？′？？？,175545,000000026577,SHFE,ni2209,ni2209,买,开仓,161030,1,撤单,4281.0,0,1,0,00:21:41,00:21:42,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1707,138411,？？？？？？？？′？？？,175522,000000026561,SHFE,ni2209,ni2209,买,开仓,161080,1,撤单,4281.0,0,1,0,00:21:37,00:21:37,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1706,138411,？？？？？？？？′？？？,175512,000000026545,SHFE,ni2209,ni2209,买,开仓,161020,1,撤单,4281.0,0,1,0,00:21:36,00:21:37,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1705,138411,？？？？？？？？′？？？,175262,000000026529,SHFE,ni2209,ni2209,买,开仓,161080,1,撤单,4281.0,0,1,0,00:20:45,00:20:46,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1704,138411,？？？？？？？？′？？？,175247,000000026513,SHFE,ni2209,ni2209,买,开仓,161090,1,撤单,4281.0,0,1,0,00:20:37,00:20:37,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1703,138411,？？？？？？？？′？？？,175236,000000026497,SHFE,ni2209,ni2209,买,开仓,161080,1,撤单,4281.0,0,1,0,00:20:36,00:20:37,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1702,138411,？？？？？？？？′？？？,175234,000000026481,SHFE,ni2209,ni2209,买,开仓,160940,1,撤单,4281.0,0,1,0,00:20:36,00:20:36,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1701,138411,？？？？？？？？′？？？,175190,000000026465,SHFE,ni2209,ni2209,买,开仓,161160,1,撤单,4281.0,0,1,0,00:20:24,00:20:24,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1700,138411,？？？？？？？？′？？？,175125,000000026449,SHFE,ni2209,ni2209,买,开仓,161110,1,撤单,4281.0,0,1,0,00:20:15,00:20:15,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1699,138411,？？？？？？？？′？？？,174960,000000026433,SHFE,ni2209,ni2209,买,开仓,161170,1,撤单,4281.0,0,1,0,00:19:59,00:19:59,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1698,138411,？？？？？？？？′？？？,174919,000000026417,SHFE,ni2209,ni2209,买,开仓,161080,1,撤单,4281.0,0,1,0,00:19:50,00:19:50,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1697,138411,？？？？？？？？′？？？,174855,000000026401,SHFE,ni2209,ni2209,买,开仓,161150,1,撤单,4281.0,0,1,0,00:19:39,00:19:39,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1696,138411,？？？？？？？？′？？？,174831,000000026385,SHFE,ni2209,ni2209,买,开仓,161130,1,撤单,4281.0,0,1,0,00:19:35,00:19:35,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1695,138411,？？？？？？？？′？？？,174820,000000026369,SHFE,ni2209,ni2209,买,开仓,160880,1,撤单,4281.0,0,1,0,00:19:34,00:19:35,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1694,138411,？？？？？？？？′？？？,174816,000000026353,SHFE,ni2209,ni2209,买,开仓,161070,1,撤单,4281.0,0,1,0,00:19:34,00:19:34,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1693,138411,？？？？？？？？′？？？,174640,000000026337,SHFE,ni2209,ni2209,买,开仓,160930,1,撤单,4281.0,0,1,0,00:18:37,00:18:37,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1692,138411,？？？？？？？？′？？？,174597,000000026321,SHFE,ni2209,ni2209,买,开仓,160930,1,撤单,4281.0,0,1,0,00:18:26,00:18:27,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1691,138411,？？？？？？？？′？？？,174545,000000026305,SHFE,ni2209,ni2209,买,开仓,160920,1,撤单,4281.0,0,1,0,00:18:11,00:18:12,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1690,138411,？？？？？？？？′？？？,174525,000000026289,SHFE,ni2209,ni2209,买,开仓,160950,1,撤单,4281.0,0,1,0,00:18:07,00:18:08,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1689,138411,？？？？？？？？′？？？,174476,000000026273,SHFE,ni2209,ni2209,买,开仓,160910,1,撤单,4281.0,0,1,0,00:18:01,00:18:02,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1688,138411,？？？？？？？？′？？？,174134,000000026257,SHFE,ni2209,ni2209,买,开仓,160980,1,撤单,4281.0,0,1,0,00:16:26,00:16:27,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1687,138411,？？？？？？？？′？？？,174086,000000026241,SHFE,ni2209,ni2209,买,开仓,160980,1,撤单,4281.0,0,1,0,00:16:19,00:16:20,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1686,138411,？？？？？？？？′？？？,174081,000000026225,SHFE,ni2209,ni2209,买,开仓,160980,1,撤单,4281.0,0,1,0,00:16:18,00:16:18,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1685,138411,？？？？？？？？′？？？,174070,000000026209,SHFE,ni2209,ni2209,买,开仓,160980,1,撤单,4281.0,0,1,0,00:16:15,00:16:15,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1684,138411,？？？？？？？？′？？？,174055,000000026193,SHFE,ni2209,ni2209,买,开仓,161020,1,撤单,4281.0,0,1,0,00:16:07,00:16:08,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1683,138411,？？？？？？？？′？？？,174048,000000026177,SHFE,ni2209,ni2209,买,开仓,160870,1,撤单,4281.0,0,1,0,00:16:07,00:16:07,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1682,138411,？？？？？？？？′？？？,173992,000000026161,SHFE,ni2209,ni2209,买,开仓,161220,1,撤单,4281.0,0,1,0,00:15:54,00:15:55,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1681,138411,？？？？？？？？′？？？,173986,000000026145,SHFE,ni2209,ni2209,买,开仓,161210,1,撤单,4281.0,0,1,0,00:15:54,00:15:54,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1680,138411,？？？？？？？？′？？？,173982,000000026129,SHFE,ni2209,ni2209,买,开仓,161160,1,撤单,4281.0,0,1,0,00:15:53,00:15:53,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1679,138411,？？？？？？？？′？？？,173975,000000026113,SHFE,ni2209,ni2209,买,开仓,161130,1,撤单,4281.0,0,1,0,00:15:51,00:15:51,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1678,138411,？？？？？？？？′？？？,173961,000000026097,SHFE,ni2209,ni2209,买,开仓,161170,1,撤单,4281.0,0,1,0,00:15:49,00:15:50,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1677,138411,？？？？？？？？′？？？,173957,000000026081,SHFE,ni2209,ni2209,买,开仓,161130,1,撤单,4281.0,0,1,0,00:15:48,00:15:49,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1676,138411,？？？？？？？？′？？？,173954,000000026065,SHFE,ni2209,ni2209,买,开仓,161180,1,撤单,4281.0,0,1,0,00:15:47,00:15:48,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1675,138411,？？？？？？？？′？？？,173946,000000026049,SHFE,ni2209,ni2209,买,开仓,161040,1,撤单,4281.0,0,1,0,00:15:46,00:15:47,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1674,138411,？？？？？？？？′？？？,173924,000000026033,SHFE,ni2209,ni2209,买,开仓,160860,1,撤单,4281.0,0,1,0,00:15:42,00:15:43,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1673,138411,？？？？？？？？′？？？,173871,000000026017,SHFE,ni2209,ni2209,买,开仓,160830,1,撤单,4281.0,0,1,0,00:15:13,00:15:14,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1672,138411,？？？？？？？？′？？？,173862,000000026001,SHFE,ni2209,ni2209,买,开仓,160880,1,撤单,4281.0,0,1,0,00:15:10,00:15:11,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1671,138411,？？？？？？？？′？？？,173860,000000025985,SHFE,ni2209,ni2209,买,开仓,160820,1,撤单,4281.0,0,1,0,00:15:10,00:15:10,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1670,138411,？？？？？？？？′？？？,173838,000000025969,SHFE,ni2209,ni2209,买,开仓,160820,1,撤单,4281.0,0,1,0,00:15:01,00:15:02,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1669,138411,？？？？？？？？′？？？,173804,000000025953,SHFE,ni2209,ni2209,买,开仓,160850,1,撤单,4281.0,0,1,0,00:14:45,00:14:46,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1668,138411,？？？？？？？？′？？？,173752,000000025937,SHFE,ni2209,ni2209,买,开仓,160770,1,撤单,4281.0,0,1,0,00:14:10,00:14:11,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1667,138411,？？？？？？？？′？？？,173691,000000025921,SHFE,ni2209,ni2209,买,开仓,160760,1,撤单,4281.0,0,1,0,00:13:40,00:13:41,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1666,138411,？？？？？？？？′？？？,173632,000000025905,SHFE,ni2209,ni2209,买,开仓,160790,1,撤单,4281.0,0,1,0,00:13:22,00:13:23,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1665,138411,？？？？？？？？′？？？,173617,000000025889,SHFE,ni2209,ni2209,买,开仓,160770,1,撤单,4281.0,0,1,0,00:13:17,00:13:18,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1664,138411,？？？？？？？？′？？？,173570,000000025873,SHFE,ni2209,ni2209,买,开仓,160800,1,撤单,4281.0,0,1,0,00:13:03,00:13:04,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1663,138411,？？？？？？？？′？？？,173263,000000025857,SHFE,ni2209,ni2209,买,开仓,160770,1,撤单,4281.0,0,1,0,00:11:40,00:11:40,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1662,138411,？？？？？？？？′？？？,173129,000000025841,SHFE,ni2209,ni2209,买,开仓,160990,1,撤单,4281.0,0,1,0,00:10:52,00:10:52,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1661,138411,？？？？？？？？′？？？,173109,000000025825,SHFE,ni2209,ni2209,买,开仓,161050,1,撤单,4281.0,0,1,0,00:10:45,00:10:45,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1660,138411,？？？？？？？？′？？？,173085,000000025809,SHFE,ni2209,ni2209,买,开仓,161040,1,撤单,4281.0,0,1,0,00:10:38,00:10:38,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1659,138411,？？？？？？？？′？？？,173040,000000025793,SHFE,ni2209,ni2209,买,开仓,161030,1,撤单,4281.0,0,1,0,00:10:24,00:10:24,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1658,138411,？？？？？？？？′？？？,172940,000000025777,SHFE,ni2209,ni2209,买,开仓,161050,1,撤单,4281.0,0,1,0,00:09:55,00:09:55,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1657,138411,？？？？？？？？′？？？,172929,000000025761,SHFE,ni2209,ni2209,买,开仓,161030,1,撤单,4281.0,0,1,0,00:09:52,00:09:53,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1656,138411,？？？？？？？？′？？？,172897,000000025745,SHFE,ni2209,ni2209,买,开仓,160830,1,撤单,4281.0,0,1,0,00:09:46,00:09:46,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1655,138411,？？？？？？？？′？？？,172787,000000025729,SHFE,ni2209,ni2209,买,开仓,161030,1,撤单,4281.0,0,1,0,00:09:25,00:09:25,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1654,138411,？？？？？？？？′？？？,172128,000000025713,SHFE,ni2209,ni2209,    卖,开仓,161390,1,撤单,4281.0,0,1,0,00:06:17,00:06:18,, ,--,--,--,投机,GFD,套利[C14],,,ni09-08:Spread[C14],普通,138411,,,,InfiniV8_1,3,-290971658,
1653,138411,？？？？？？？？′？？？,171875,000000025697,SHFE,ni2209,ni2209,买,开仓,160900,1,撤单,4281.0,0,1,0,00:05:00,00:05:01,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1652,138411,？？？？？？？？′？？？,171854,000000025681,SHFE,ni2209,ni2209,买,开仓,160890,1,撤单,4281.0,0,1,0,00:04:58,00:04:58,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1651,138411,？？？？？？？？′？？？,171831,000000025665,SHFE,ni2209,ni2209,买,开仓,161000,1,撤单,4281.0,0,1,0,00:04:52,00:04:53,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1650,138411,？？？？？？？？′？？？,171820,000000025649,SHFE,ni2209,ni2209,买,开仓,161000,1,撤单,4281.0,0,1,0,00:04:50,00:04:51,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1649,138411,？？？？？？？？′？？？,171787,000000025633,SHFE,ni2209,ni2209,买,开仓,160950,1,撤单,4281.0,0,1,0,00:04:45,00:04:46,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1648,138411,？？？？？？？？′？？？,171781,000000025617,SHFE,ni2209,ni2209,买,开仓,161030,1,撤单,4281.0,0,1,0,00:04:44,00:04:45,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1647,138411,？？？？？？？？′？？？,171756,000000025601,SHFE,ni2209,ni2209,买,开仓,161020,1,撤单,4281.0,0,1,0,00:04:38,00:04:39,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1646,138411,？？？？？？？？′？？？,171737,000000025585,SHFE,ni2209,ni2209,买,开仓,160880,1,撤单,4281.0,0,1,0,00:04:35,00:04:36,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1645,138411,？？？？？？？？′？？？,171729,000000025569,SHFE,ni2209,ni2209,买,开仓,160980,1,撤单,4281.0,0,1,0,00:04:34,00:04:35,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1644,138411,？？？？？？？？′？？？,171703,000000025553,SHFE,ni2209,ni2209,买,开仓,160860,1,撤单,4281.0,0,1,0,00:04:31,00:04:31,, ,--,--,--,投机,GFD,套利[C34],,,ni09-08:Spread[C34],普通,138411,,,,InfiniV8_1,3,-290971658,
1643,138411,？？？？？？？？′？？？,171409,000000025545,SHFE,ni2208,ni2208,买,平今,165910,1,全部成交,165910.0,1,0,0,00:03:27,,00:03:27,20220702 00:03:27,--,340.00,340.00,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1642,138411,？？？？？？？？′？？？,171408,000000025537,SHFE,ni2209,ni2209,    卖,平今,160810,1,全部成交,160810.0,1,0,0,00:03:27,,00:03:27,20220702 00:03:27,--,-140.00,-140.00,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1641,138411,？？？？？？？？′？？？,171326,000000025521,SHFE,ni2209,ni2209,    卖,平今,160940,1,撤单,160810.0,0,1,0,00:03:14,00:03:27,, ,--,--,--,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1640,138411,？？？？？？？？′？？？,171323,000000025505,SHFE,ni2209,ni2209,    卖,平今,160990,1,撤单,160810.0,0,1,0,00:03:14,00:03:14,, ,--,--,--,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1639,138411,？？？？？？？？′？？？,171302,000000025489,SHFE,ni2209,ni2209,    卖,平今,160890,1,撤单,160810.0,0,1,0,00:03:11,00:03:14,, ,--,--,--,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1638,138411,？？？？？？？？′？？？,171298,000000025473,SHFE,ni2209,ni2209,    卖,平今,161000,1,撤单,160810.0,0,1,0,00:03:11,00:03:11,, ,--,--,--,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1637,138411,？？？？？？？？′？？？,171282,000000025457,SHFE,ni2209,ni2209,    卖,平今,160910,1,撤单,160810.0,0,1,0,00:03:08,00:03:11,, ,--,--,--,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1636,138411,？？？？？？？？′？？？,171261,000000025441,SHFE,ni2209,ni2209,    卖,平今,160900,1,撤单,160810.0,0,1,0,00:03:03,00:03:08,, ,--,--,--,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1635,138411,？？？？？？？？′？？？,171240,000000025425,SHFE,ni2209,ni2209,    卖,平今,160850,1,撤单,160810.0,0,1,0,00:03:01,00:03:03,, ,--,--,--,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1634,138411,？？？？？？？？′？？？,171237,000000025409,SHFE,ni2209,ni2209,    卖,平今,160910,1,撤单,160810.0,0,1,0,00:03:00,00:03:01,, ,--,--,--,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1633,138411,？？？？？？？？′？？？,171205,000000025393,SHFE,ni2209,ni2209,    卖,平今,160860,1,撤单,160810.0,0,1,0,00:02:55,00:03:00,, ,--,--,--,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1632,138411,？？？？？？？？′？？？,171199,000000025377,SHFE,ni2209,ni2209,    卖,平今,160840,1,撤单,160810.0,0,1,0,00:02:55,00:02:55,, ,--,--,--,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1631,138411,？？？？？？？？′？？？,171147,000000025361,SHFE,ni2209,ni2209,    卖,平今,160820,1,撤单,160810.0,0,1,0,00:02:45,00:02:55,, ,--,--,--,投机,GFD,套利[C33],,,ni09-08:Spread[C33],普通,138411,,,,InfiniV8_1,3,-290971658,
1630,138411,？？？？？？？？′？？？,170982,000000025345,SHFE,ni2209,ni2209,    卖,开仓,160850,1,撤单,160810.0,0,1,0,00:02:15,00:02:24,, ,--,--,--,投机,GFD,套利[C32],,,ni09-08:Spread[C32],普通,138411,,,,InfiniV8_1,3,-290971658,
1629,138411,？？？？？？？？′？？？,170968,000000025329,SHFE,ni2209,ni2209,    卖,开仓,160870,1,撤单,160810.0,0,1,0,00:02:13,00:02:15,, ,--,--,--,投机,GFD,套利[C32],,,ni09-08:Spread[C32],普通,138411,,,,InfiniV8_1,3,-290971658,
1628,138411,？？？？？？？？′？？？,170963,000000025305,SHFE,ni2209,ni2209,    卖,开仓,160920,1,撤单,160810.0,0,1,0,00:02:13,00:02:13,, ,--,--,--,投机,GFD,套利[C32],,,ni09-08:Spread[C32],普通,138411,,,,InfiniV8_1,3,-290971658,
1627,138411,？？？？？？？？′？？？,170962,000000025289,SHFE,ni2209,ni2209,    卖,开仓,160920,1,撤单,160810.0,0,1,0,00:02:13,00:02:13,, ,--,--,--,投机,GFD,套利[C14],,,ni09-08:Spread[C14],普通,138411,,,,InfiniV8_1,3,-290971658,
1626,138411,？？？？？？？？′？？？,170937,000000025281,SHFE,ni2209,ni2209,    卖,开仓,160890,1,撤单,160810.0,0,1,0,00:02:09,00:02:13,, ,--,--,--,投机,GFD,套利[C32],,,ni09-08:Spread[C32],普通,138411,,,,InfiniV8_1,3,-290971658,
1625,138411,？？？？？？？？′？？？,170934,000000025265,SHFE,ni2209,ni2209,    卖,开仓,160920,1,撤单,160810.0,0,1,0,00:02:08,00:02:09,, ,--,--,--,投机,GFD,套利[C32],,,ni09-08:Spread[C32],普通,138411,,,,InfiniV8_1,3,-290971658,
1624,138411,？？？？？？？？′？？？,170932,000000025249,SHFE,ni2209,ni2209,    卖,开仓,160910,1,撤单,160810.0,0,1,0,00:02:06,00:02:08,, ,--,--,--,投机,GFD,套利[C32],,,ni09-08:Spread[C32],普通,138411,,,,InfiniV8_1,3,-290971658,
1623,138411,？？？？？？？？′？？？,170919,000000025233,SHFE,ni2209,ni2209,    卖,开仓,160900,1,撤单,160810.0,0,1,0,00:02:05,00:02:06,, ,--,--,--,投机,GFD,套利[C32],,,ni09-08:Spread[C32],普通,138411,,,,InfiniV8_1,3,-290971658,
1622,138411,？？？？？？？？′？？？,170914,000000025217,SHFE,ni2209,ni2209,    卖,开仓,160920,1,撤单,160810.0,0,1,0,00:02:04,00:02:05,, ,--,--,--,投机,GFD,套利[C32],,,ni09-08:Spread[C32],普通,138411,,,,InfiniV8_1,3,-290971658,
1621,138411,？？？？？？？？′？？？,170911,000000025201,SHFE,ni2209,ni2209,    卖,开仓,160900,1,撤单,160810.0,0,1,0,00:02:03,00:02:04,, ,--,--,--,投机,GFD,套利[C32],,,ni09-08:Spread[C32],普通,138411,,,,InfiniV8_1,3,-290971658,
1620,138411,？？？？？？？？′？？？,170907,000000025185,SHFE,ni2209,ni2209,    卖,开仓,160930,1,撤单,160810.0,0,1,0,00:02:03,00:02:03,, ,--,--,--,投机,GFD,套利[C32],,,ni09-08:Spread[C32],普通,138411,,,,InfiniV8_1,3,-290971658,
1619,138411,？？？？？？？？′？？？,170906,000000025161,SHFE,ni2209,ni2209,    卖,开仓,160980,1,撤单,160810.0,0,1,0,00:02:03,00:02:03,, ,--,--,--,投机,GFD,套利[C14],,,ni09-08:Spread[C14],普通,138411,,,,InfiniV8_1,3,-290971658,
