"序号","投资者","用户描述","合约","买卖","开平","状态","委托价格","成交均价","总手数","未成交","已成交","投保","有效期","报单时间","强平原因","详细状态","终端产品","单号","合约名","交易所","交易单元","本地单号","品种",
"1521","""138411""","138411","ni2209","买　","开仓","已撤单","160750","-","1","1","0","投机","当日有效","23:49:11","非强平","已撤单","InfiniV8_1","      167106","沪镍2209","上期所","-1","000000023673|-290971658|3","ni",
"1520","""138411""","138411","ni2209","买　","开仓","已撤单","160730","-","1","1","0","投机","当日有效","23:49:09","非强平","已撤单","InfiniV8_1","      167101","沪镍2209","上期所","-1","000000023649|-290971658|3","ni",
"1519","""138411""","138411","ni2209","买　","开仓","已撤单","160730","-","1","1","0","投机","当日有效","23:49:09","非强平","已撤单","InfiniV8_1","      167100","沪镍2209","上期所","-1","000000023641|-290971658|3","ni",
"1518","""138411""","138411","ni2209","买　","开仓","已撤单","160710","-","1","1","0","投机","当日有效","23:49:08","非强平","已撤单","InfiniV8_1","      167097","沪镍2209","上期所","-1","000000023617|-290971658|3","ni",
"1517","""138411""","138411","ni2209","买　","开仓","已撤单","160710","-","1","1","0","投机","当日有效","23:49:08","非强平","已撤单","InfiniV8_1","      167096","沪镍2209","上期所","-1","000000023609|-290971658|3","ni",
"1516","""138411""","138411","ni2209","买　","开仓","已撤单","160640","-","1","1","0","投机","当日有效","23:49:07","非强平","已撤单","InfiniV8_1","      167090","沪镍2209","上期所","-1","000000023585|-290971658|3","ni",
"1515","""138411""","138411","ni2209","买　","开仓","已撤单","160640","-","1","1","0","投机","当日有效","23:49:07","非强平","已撤单","InfiniV8_1","      167089","沪镍2209","上期所","-1","000000023577|-290971658|3","ni",
"1514","""138411""","138411","ni2209","买　","开仓","已撤单","160630","-","1","1","0","投机","当日有效","23:49:06","非强平","已撤单","InfiniV8_1","      167084","沪镍2209","上期所","-1","000000023553|-290971658|3","ni",
"1513","""138411""","138411","ni2209","买　","开仓","已撤单","160630","-","1","1","0","投机","当日有效","23:49:06","非强平","已撤单","InfiniV8_1","      167083","沪镍2209","上期所","-1","000000023545|-290971658|3","ni",
"1512","""138411""","138411","ni2209","买　","开仓","已撤单","160590","-","1","1","0","投机","当日有效","23:49:06","非强平","已撤单","InfiniV8_1","      167082","沪镍2209","上期所","-1","000000023521|-290971658|3","ni",
"1511","""138411""","138411","ni2209","买　","开仓","已撤单","160590","-","1","1","0","投机","当日有效","23:49:06","非强平","已撤单","InfiniV8_1","      167081","沪镍2209","上期所","-1","000000023513|-290971658|3","ni",
"1510","""138411""","138411","ni2209","买　","开仓","已撤单","160620","-","1","1","0","投机","当日有效","23:49:03","非强平","已撤单","InfiniV8_1","      167065","沪镍2209","上期所","-1","000000023489|-290971658|3","ni",
"1509","""138411""","138411","ni2209","买　","开仓","已撤单","160620","-","1","1","0","投机","当日有效","23:49:03","非强平","已撤单","InfiniV8_1","      167064","沪镍2209","上期所","-1","000000023481|-290971658|3","ni",
"1508","""138411""","138411","ni2209","买　","开仓","已撤单","160570","-","1","1","0","投机","当日有效","23:48:59","非强平","已撤单","InfiniV8_1","      167041","沪镍2209","上期所","-1","000000023457|-290971658|3","ni",
"1507","""138411""","138411","ni2209","买　","开仓","已撤单","160570","-","1","1","0","投机","当日有效","23:48:59","非强平","已撤单","InfiniV8_1","      167040","沪镍2209","上期所","-1","000000023449|-290971658|3","ni",
"1506","""138411""","138411","ni2209","买　","开仓","已撤单","160510","-","1","1","0","投机","当日有效","23:48:59","非强平","已撤单","InfiniV8_1","      167036","沪镍2209","上期所","-1","000000023425|-290971658|3","ni",
"1505","""138411""","138411","ni2209","买　","开仓","已撤单","160510","-","1","1","0","投机","当日有效","23:48:59","非强平","已撤单","InfiniV8_1","      167035","沪镍2209","上期所","-1","000000023417|-290971658|3","ni",
"1504","""138411""","138411","ni2209","买　","开仓","已撤单","160920","-","1","1","0","投机","当日有效","23:47:40","非强平","已撤单","InfiniV8_1","      166599","沪镍2209","上期所","-1","000000023393|-290971658|3","ni",
"1503","""138411""","138411","ni2209","买　","开仓","已撤单","160920","-","1","1","0","投机","当日有效","23:47:40","非强平","已撤单","InfiniV8_1","      166598","沪镍2209","上期所","-1","000000023385|-290971658|3","ni",
"1502","""138411""","138411","ni2209","买　","开仓","已撤单","160810","-","1","1","0","投机","当日有效","23:47:32","非强平","已撤单","InfiniV8_1","      166567","沪镍2209","上期所","-1","000000023361|-290971658|3","ni",
"1501","""138411""","138411","ni2209","买　","开仓","已撤单","160810","-","1","1","0","投机","当日有效","23:47:32","非强平","已撤单","InfiniV8_1","      166566","沪镍2209","上期所","-1","000000023353|-290971658|3","ni",
"1500","""138411""","138411","ni2209","　卖","开仓","已撤单","161330","-","1","1","0","投机","当日有效","23:47:20","非强平","已撤单","InfiniV8_1","      166496","沪镍2209","上期所","-1","000000023337|-290971658|3","ni",
"1499","""138411""","138411","ni2209","买　","开仓","已撤单","161140","-","1","1","0","投机","当日有效","23:46:21","非强平","已撤单","InfiniV8_1","      166079","沪镍2209","上期所","-1","000000023313|-290971658|3","ni",
"1498","""138411""","138411","ni2209","买　","开仓","已撤单","161140","-","1","1","0","投机","当日有效","23:46:21","非强平","已撤单","InfiniV8_1","      166078","沪镍2209","上期所","-1","000000023305|-290971658|3","ni",
"1497","""138411""","138411","ni2209","买　","开仓","已撤单","161170","-","1","1","0","投机","当日有效","23:46:16","非强平","已撤单","InfiniV8_1","      166042","沪镍2209","上期所","-1","000000023281|-290971658|3","ni",
"1496","""138411""","138411","ni2209","买　","开仓","已撤单","161170","-","1","1","0","投机","当日有效","23:46:16","非强平","已撤单","InfiniV8_1","      166041","沪镍2209","上期所","-1","000000023273|-290971658|3","ni",
"1495","""138411""","138411","ni2209","买　","开仓","已撤单","161160","-","1","1","0","投机","当日有效","23:46:16","非强平","已撤单","InfiniV8_1","      166040","沪镍2209","上期所","-1","000000023249|-290971658|3","ni",
"1494","""138411""","138411","ni2209","买　","开仓","已撤单","161160","-","1","1","0","投机","当日有效","23:46:16","非强平","已撤单","InfiniV8_1","      166039","沪镍2209","上期所","-1","000000023241|-290971658|3","ni",
"1493","""138411""","138411","ni2209","买　","开仓","已撤单","161120","-","1","1","0","投机","当日有效","23:46:14","非强平","已撤单","InfiniV8_1","      166032","沪镍2209","上期所","-1","000000023217|-290971658|3","ni",
"1492","""138411""","138411","ni2209","买　","开仓","已撤单","161120","-","1","1","0","投机","当日有效","23:46:14","非强平","已撤单","InfiniV8_1","      166031","沪镍2209","上期所","-1","000000023209|-290971658|3","ni",
"1491","""138411""","138411","ni2209","买　","开仓","已撤单","161100","-","1","1","0","投机","当日有效","23:46:13","非强平","已撤单","InfiniV8_1","      166024","沪镍2209","上期所","-1","000000023185|-290971658|3","ni",
"1490","""138411""","138411","ni2209","买　","开仓","已撤单","161100","-","1","1","0","投机","当日有效","23:46:13","非强平","已撤单","InfiniV8_1","      166023","沪镍2209","上期所","-1","000000023177|-290971658|3","ni",
"1489","""138411""","138411","ni2209","买　","开仓","已撤单","161310","-","1","1","0","投机","当日有效","23:45:45","非强平","已撤单","InfiniV8_1","      165872","沪镍2209","上期所","-1","000000023153|-290971658|3","ni",
"1488","""138411""","138411","ni2209","买　","开仓","已撤单","161310","-","1","1","0","投机","当日有效","23:45:45","非强平","已撤单","InfiniV8_1","      165871","沪镍2209","上期所","-1","000000023145|-290971658|3","ni",
"1487","""138411""","138411","ni2209","买　","开仓","已撤单","161330","-","1","1","0","投机","当日有效","23:45:37","非强平","已撤单","InfiniV8_1","      165828","沪镍2209","上期所","-1","000000023121|-290971658|3","ni",
"1486","""138411""","138411","ni2209","买　","开仓","已撤单","161330","-","1","1","0","投机","当日有效","23:45:37","非强平","已撤单","InfiniV8_1","      165827","沪镍2209","上期所","-1","000000023113|-290971658|3","ni",
"1485","""138411""","138411","ni2209","买　","开仓","已撤单","161320","-","1","1","0","投机","当日有效","23:45:25","非强平","已撤单","InfiniV8_1","      165786","沪镍2209","上期所","-1","000000023089|-290971658|3","ni",
"1484","""138411""","138411","ni2209","买　","开仓","已撤单","161320","-","1","1","0","投机","当日有效","23:45:25","非强平","已撤单","InfiniV8_1","      165785","沪镍2209","上期所","-1","000000023081|-290971658|3","ni",
"1483","""138411""","138411","ni2209","买　","开仓","已撤单","161310","-","1","1","0","投机","当日有效","23:45:24","非强平","已撤单","InfiniV8_1","      165782","沪镍2209","上期所","-1","000000023057|-290971658|3","ni",
"1482","""138411""","138411","ni2209","买　","开仓","已撤单","161310","-","1","1","0","投机","当日有效","23:45:24","非强平","已撤单","InfiniV8_1","      165781","沪镍2209","上期所","-1","000000023049|-290971658|3","ni",
"1481","""138411""","138411","ni2209","买　","开仓","已撤单","161350","-","1","1","0","投机","当日有效","23:45:07","非强平","已撤单","InfiniV8_1","      165641","沪镍2209","上期所","-1","000000023025|-290971658|3","ni",
"1480","""138411""","138411","ni2209","买　","开仓","已撤单","161350","-","1","1","0","投机","当日有效","23:45:07","非强平","已撤单","InfiniV8_1","      165640","沪镍2209","上期所","-1","000000023017|-290971658|3","ni",
"1479","""138411""","138411","ni2209","买　","开仓","已撤单","161300","-","1","1","0","投机","当日有效","23:45:07","非强平","已撤单","InfiniV8_1","      165636","沪镍2209","上期所","-1","000000022993|-290971658|3","ni",
"1478","""138411""","138411","ni2209","买　","开仓","已撤单","161300","-","1","1","0","投机","当日有效","23:45:07","非强平","已撤单","InfiniV8_1","      165635","沪镍2209","上期所","-1","000000022985|-290971658|3","ni",
"1477","""138411""","138411","ni2209","买　","开仓","已撤单","161500","-","1","1","0","投机","当日有效","23:45:03","非强平","已撤单","InfiniV8_1","      165611","沪镍2209","上期所","-1","000000022961|-290971658|3","ni",
"1476","""138411""","138411","ni2209","买　","开仓","已撤单","161500","-","1","1","0","投机","当日有效","23:45:03","非强平","已撤单","InfiniV8_1","      165610","沪镍2209","上期所","-1","000000022953|-290971658|3","ni",
"1475","""138411""","138411","ni2209","买　","开仓","已撤单","161530","-","1","1","0","投机","当日有效","23:44:41","非强平","已撤单","InfiniV8_1","      165469","沪镍2209","上期所","-1","000000022929|-290971658|3","ni",
"1474","""138411""","138411","ni2209","买　","开仓","已撤单","161530","-","1","1","0","投机","当日有效","23:44:41","非强平","已撤单","InfiniV8_1","      165468","沪镍2209","上期所","-1","000000022921|-290971658|3","ni",
"1473","""138411""","138411","ni2209","买　","开仓","已撤单","161540","-","1","1","0","投机","当日有效","23:44:33","非强平","已撤单","InfiniV8_1","      165437","沪镍2209","上期所","-1","000000022897|-290971658|3","ni",
"1472","""138411""","138411","ni2209","买　","开仓","已撤单","161540","-","1","1","0","投机","当日有效","23:44:33","非强平","已撤单","InfiniV8_1","      165436","沪镍2209","上期所","-1","000000022889|-290971658|3","ni",
"1471","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:44:19","非强平","已撤单","InfiniV8_1","      165394","沪镍2209","上期所","-1","000000022865|-290971658|3","ni",
"1470","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:44:19","非强平","已撤单","InfiniV8_1","      165393","沪镍2209","上期所","-1","000000022857|-290971658|3","ni",
"1469","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:44:15","非强平","已撤单","InfiniV8_1","      165388","沪镍2209","上期所","-1","000000022833|-290971658|3","ni",
"1468","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:44:15","非强平","已撤单","InfiniV8_1","      165387","沪镍2209","上期所","-1","000000022825|-290971658|3","ni",
"1467","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:44:14","非强平","已撤单","InfiniV8_1","      165384","沪镍2209","上期所","-1","000000022801|-290971658|3","ni",
"1466","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:44:14","非强平","已撤单","InfiniV8_1","      165383","沪镍2209","上期所","-1","000000022793|-290971658|3","ni",
"1465","""138411""","138411","ni2209","买　","开仓","已撤单","161540","-","1","1","0","投机","当日有效","23:44:13","非强平","已撤单","InfiniV8_1","      165378","沪镍2209","上期所","-1","000000022769|-290971658|3","ni",
"1464","""138411""","138411","ni2209","买　","开仓","已撤单","161540","-","1","1","0","投机","当日有效","23:44:13","非强平","已撤单","InfiniV8_1","      165377","沪镍2209","上期所","-1","000000022761|-290971658|3","ni",
"1463","""138411""","138411","ni2209","买　","开仓","已撤单","161490","-","1","1","0","投机","当日有效","23:44:12","非强平","已撤单","InfiniV8_1","      165375","沪镍2209","上期所","-1","000000022737|-290971658|3","ni",
"1462","""138411""","138411","ni2209","买　","开仓","已撤单","161490","-","1","1","0","投机","当日有效","23:44:12","非强平","已撤单","InfiniV8_1","      165374","沪镍2209","上期所","-1","000000022729|-290971658|3","ni",
"1461","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:44:04","非强平","已撤单","InfiniV8_1","      165342","沪镍2209","上期所","-1","000000022705|-290971658|3","ni",
"1460","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:44:04","非强平","已撤单","InfiniV8_1","      165341","沪镍2209","上期所","-1","000000022697|-290971658|3","ni",
"1459","""138411""","138411","ni2209","买　","开仓","已撤单","161530","-","1","1","0","投机","当日有效","23:44:03","非强平","已撤单","InfiniV8_1","      165334","沪镍2209","上期所","-1","000000022673|-290971658|3","ni",
"1458","""138411""","138411","ni2209","买　","开仓","已撤单","161530","-","1","1","0","投机","当日有效","23:44:03","非强平","已撤单","InfiniV8_1","      165333","沪镍2209","上期所","-1","000000022665|-290971658|3","ni",
"1457","""138411""","138411","ni2209","买　","开仓","已撤单","161490","-","1","1","0","投机","当日有效","23:43:55","非强平","已撤单","InfiniV8_1","      165279","沪镍2209","上期所","-1","000000022641|-290971658|3","ni",
"1456","""138411""","138411","ni2209","买　","开仓","已撤单","161490","-","1","1","0","投机","当日有效","23:43:55","非强平","已撤单","InfiniV8_1","      165278","沪镍2209","上期所","-1","000000022633|-290971658|3","ni",
"1455","""138411""","138411","ni2209","买　","开仓","已撤单","161480","-","1","1","0","投机","当日有效","23:43:55","非强平","已撤单","InfiniV8_1","      165275","沪镍2209","上期所","-1","000000022609|-290971658|3","ni",
"1454","""138411""","138411","ni2209","买　","开仓","已撤单","161480","-","1","1","0","投机","当日有效","23:43:55","非强平","已撤单","InfiniV8_1","      165274","沪镍2209","上期所","-1","000000022601|-290971658|3","ni",
"1453","""138411""","138411","ni2209","买　","开仓","已撤单","161440","-","1","1","0","投机","当日有效","23:43:52","非强平","已撤单","InfiniV8_1","      165261","沪镍2209","上期所","-1","000000022577|-290971658|3","ni",
"1452","""138411""","138411","ni2209","买　","开仓","已撤单","161440","-","1","1","0","投机","当日有效","23:43:52","非强平","已撤单","InfiniV8_1","      165260","沪镍2209","上期所","-1","000000022569|-290971658|3","ni",
"1451","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:43:49","非强平","已撤单","InfiniV8_1","      165245","沪镍2209","上期所","-1","000000022545|-290971658|3","ni",
"1450","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:43:49","非强平","已撤单","InfiniV8_1","      165244","沪镍2209","上期所","-1","000000022537|-290971658|3","ni",
"1449","""138411""","138411","ni2209","买　","开仓","已撤单","161530","-","1","1","0","投机","当日有效","23:43:49","非强平","已撤单","InfiniV8_1","      165239","沪镍2209","上期所","-1","000000022513|-290971658|3","ni",
"1448","""138411""","138411","ni2209","买　","开仓","已撤单","161530","-","1","1","0","投机","当日有效","23:43:49","非强平","已撤单","InfiniV8_1","      165238","沪镍2209","上期所","-1","000000022505|-290971658|3","ni",
"1447","""138411""","138411","ni2209","买　","开仓","已撤单","161340","-","1","1","0","投机","当日有效","23:43:48","非强平","已撤单","InfiniV8_1","      165234","沪镍2209","上期所","-1","000000022481|-290971658|3","ni",
"1446","""138411""","138411","ni2209","买　","开仓","已撤单","161340","-","1","1","0","投机","当日有效","23:43:48","非强平","已撤单","InfiniV8_1","      165233","沪镍2209","上期所","-1","000000022473|-290971658|3","ni",
"1445","""138411""","138411","ni2209","买　","开仓","已撤单","161620","-","1","1","0","投机","当日有效","23:43:44","非强平","已撤单","InfiniV8_1","      165175","沪镍2209","上期所","-1","000000022449|-290971658|3","ni",
"1444","""138411""","138411","ni2209","买　","开仓","已撤单","161620","-","1","1","0","投机","当日有效","23:43:44","非强平","已撤单","InfiniV8_1","      165174","沪镍2209","上期所","-1","000000022441|-290971658|3","ni",
"1443","""138411""","138411","ni2209","买　","开仓","已撤单","161590","-","1","1","0","投机","当日有效","23:43:43","非强平","已撤单","InfiniV8_1","      165169","沪镍2209","上期所","-1","000000022417|-290971658|3","ni",
"1442","""138411""","138411","ni2209","买　","开仓","已撤单","161590","-","1","1","0","投机","当日有效","23:43:43","非强平","已撤单","InfiniV8_1","      165168","沪镍2209","上期所","-1","000000022409|-290971658|3","ni",
"1441","""138411""","138411","ni2209","买　","开仓","已撤单","161560","-","1","1","0","投机","当日有效","23:43:42","非强平","已撤单","InfiniV8_1","      165164","沪镍2209","上期所","-1","000000022385|-290971658|3","ni",
"1440","""138411""","138411","ni2209","买　","开仓","已撤单","161560","-","1","1","0","投机","当日有效","23:43:42","非强平","已撤单","InfiniV8_1","      165163","沪镍2209","上期所","-1","000000022377|-290971658|3","ni",
"1439","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:43:41","非强平","已撤单","InfiniV8_1","      165158","沪镍2209","上期所","-1","000000022353|-290971658|3","ni",
"1438","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:43:41","非强平","已撤单","InfiniV8_1","      165157","沪镍2209","上期所","-1","000000022345|-290971658|3","ni",
"1437","""138411""","138411","ni2209","买　","开仓","已撤单","161540","-","1","1","0","投机","当日有效","23:43:39","非强平","已撤单","InfiniV8_1","      165129","沪镍2209","上期所","-1","000000022321|-290971658|3","ni",
"1436","""138411""","138411","ni2209","买　","开仓","已撤单","161540","-","1","1","0","投机","当日有效","23:43:39","非强平","已撤单","InfiniV8_1","      165128","沪镍2209","上期所","-1","000000022313|-290971658|3","ni",
"1435","""138411""","138411","ni2209","买　","开仓","已撤单","161520","-","1","1","0","投机","当日有效","23:43:38","非强平","已撤单","InfiniV8_1","      165092","沪镍2209","上期所","-1","000000022289|-290971658|3","ni",
"1434","""138411""","138411","ni2209","买　","开仓","已撤单","161520","-","1","1","0","投机","当日有效","23:43:38","非强平","已撤单","InfiniV8_1","      165091","沪镍2209","上期所","-1","000000022281|-290971658|3","ni",
"1433","""138411""","138411","ni2209","买　","开仓","已撤单","161510","-","1","1","0","投机","当日有效","23:43:35","非强平","已撤单","InfiniV8_1","      165070","沪镍2209","上期所","-1","000000022257|-290971658|3","ni",
"1432","""138411""","138411","ni2209","买　","开仓","已撤单","161510","-","1","1","0","投机","当日有效","23:43:35","非强平","已撤单","InfiniV8_1","      165069","沪镍2209","上期所","-1","000000022249|-290971658|3","ni",
"1431","""138411""","138411","ni2209","买　","开仓","已撤单","161510","-","1","1","0","投机","当日有效","23:43:29","非强平","已撤单","InfiniV8_1","      165037","沪镍2209","上期所","-1","000000022225|-290971658|3","ni",
"1430","""138411""","138411","ni2209","买　","开仓","已撤单","161510","-","1","1","0","投机","当日有效","23:43:29","非强平","已撤单","InfiniV8_1","      165036","沪镍2209","上期所","-1","000000022217|-290971658|3","ni",
"1429","""138411""","138411","ni2209","买　","开仓","已撤单","161440","-","1","1","0","投机","当日有效","23:43:20","非强平","已撤单","InfiniV8_1","      164992","沪镍2209","上期所","-1","000000022193|-290971658|3","ni",
"1428","""138411""","138411","ni2209","买　","开仓","已撤单","161440","-","1","1","0","投机","当日有效","23:43:20","非强平","已撤单","InfiniV8_1","      164991","沪镍2209","上期所","-1","000000022185|-290971658|3","ni",
"1427","""138411""","138411","ni2209","买　","开仓","已撤单","161420","-","1","1","0","投机","当日有效","23:43:18","非强平","已撤单","InfiniV8_1","      164985","沪镍2209","上期所","-1","000000022161|-290971658|3","ni",
"1426","""138411""","138411","ni2209","买　","开仓","已撤单","161420","-","1","1","0","投机","当日有效","23:43:18","非强平","已撤单","InfiniV8_1","      164984","沪镍2209","上期所","-1","000000022153|-290971658|3","ni",
"1425","""138411""","138411","ni2209","买　","开仓","已撤单","161430","-","1","1","0","投机","当日有效","23:43:17","非强平","已撤单","InfiniV8_1","      164975","沪镍2209","上期所","-1","000000022129|-290971658|3","ni",
"1424","""138411""","138411","ni2209","买　","开仓","已撤单","161430","-","1","1","0","投机","当日有效","23:43:17","非强平","已撤单","InfiniV8_1","      164974","沪镍2209","上期所","-1","000000022121|-290971658|3","ni",
"1423","""138411""","138411","ni2209","买　","开仓","已撤单","161330","-","1","1","0","投机","当日有效","23:43:11","非强平","已撤单","InfiniV8_1","      164951","沪镍2209","上期所","-1","000000022097|-290971658|3","ni",
"1422","""138411""","138411","ni2209","买　","开仓","已撤单","161330","-","1","1","0","投机","当日有效","23:43:11","非强平","已撤单","InfiniV8_1","      164950","沪镍2209","上期所","-1","000000022089|-290971658|3","ni",
"1421","""138411""","138411","ni2209","买　","开仓","已撤单","161400","-","1","1","0","投机","当日有效","23:43:01","非强平","已撤单","InfiniV8_1","      164908","沪镍2209","上期所","-1","000000022073|-290971658|3","ni",
"1420","""138411""","138411","ni2208","买　","平今","全部成交","166660","166660.0","1","0","1","投机","当日有效","23:42:01","非强平","全部成交报单已提交","InfiniV8_1","      164563","沪镍2208","上期所","-1","000000022065|-290971658|3","ni",
"1419","""138411""","138411","ni2209","　卖","平今","全部成交","161510","161510.0","1","0","1","投机","当日有效","23:42:01","非强平","全部成交报单已提交","InfiniV8_1","      164562","沪镍2209","上期所","-1","000000022057|-290971658|3","ni",
"1418","""138411""","138411","ni2209","买　","开仓","已撤单","161530","-","1","1","0","投机","当日有效","23:41:37","非强平","已撤单","InfiniV8_1","      164428","沪镍2209","上期所","-1","000000022041|-290971658|3","ni",
"1417","""138411""","138411","ni2209","买　","开仓","已撤单","161570","-","1","1","0","投机","当日有效","23:41:34","非强平","已撤单","InfiniV8_1","      164412","沪镍2209","上期所","-1","000000022025|-290971658|3","ni",
"1416","""138411""","138411","ni2209","买　","开仓","已撤单","161560","-","1","1","0","投机","当日有效","23:41:32","非强平","已撤单","InfiniV8_1","      164402","沪镍2209","上期所","-1","000000022009|-290971658|3","ni",
"1415","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:41:32","非强平","已撤单","InfiniV8_1","      164396","沪镍2209","上期所","-1","000000021993|-290971658|3","ni",
"1414","""138411""","138411","ni2209","买　","开仓","已撤单","161530","-","1","1","0","投机","当日有效","23:41:31","非强平","已撤单","InfiniV8_1","      164394","沪镍2209","上期所","-1","000000021977|-290971658|3","ni",
"1413","""138411""","138411","ni2209","买　","开仓","已撤单","161510","-","1","1","0","投机","当日有效","23:41:30","非强平","已撤单","InfiniV8_1","      164385","沪镍2209","上期所","-1","000000021961|-290971658|3","ni",
"1412","""138411""","138411","ni2209","买　","开仓","已撤单","161640","-","1","1","0","投机","当日有效","23:41:25","非强平","已撤单","InfiniV8_1","      164350","沪镍2209","上期所","-1","000000021945|-290971658|3","ni",
"1411","""138411""","138411","ni2209","买　","开仓","已撤单","161630","-","1","1","0","投机","当日有效","23:41:23","非强平","已撤单","InfiniV8_1","      164343","沪镍2209","上期所","-1","000000021929|-290971658|3","ni",
"1410","""138411""","138411","ni2209","买　","开仓","已撤单","161600","-","1","1","0","投机","当日有效","23:41:21","非强平","已撤单","InfiniV8_1","      164332","沪镍2209","上期所","-1","000000021913|-290971658|3","ni",
"1409","""138411""","138411","ni2209","买　","开仓","已撤单","161580","-","1","1","0","投机","当日有效","23:41:19","非强平","已撤单","InfiniV8_1","      164321","沪镍2209","上期所","-1","000000021897|-290971658|3","ni",
"1408","""138411""","138411","ni2209","买　","开仓","已撤单","161570","-","1","1","0","投机","当日有效","23:41:17","非强平","已撤单","InfiniV8_1","      164317","沪镍2209","上期所","-1","000000021881|-290971658|3","ni",
"1407","""138411""","138411","ni2209","买　","开仓","已撤单","161580","-","1","1","0","投机","当日有效","23:41:16","非强平","已撤单","InfiniV8_1","      164313","沪镍2209","上期所","-1","000000021865|-290971658|3","ni",
"1406","""138411""","138411","ni2209","买　","开仓","已撤单","161560","-","1","1","0","投机","当日有效","23:41:15","非强平","已撤单","InfiniV8_1","      164310","沪镍2209","上期所","-1","000000021849|-290971658|3","ni",
"1405","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:41:14","非强平","已撤单","InfiniV8_1","      164308","沪镍2209","上期所","-1","000000021833|-290971658|3","ni",
"1404","""138411""","138411","ni2209","买　","开仓","已撤单","161560","-","1","1","0","投机","当日有效","23:41:13","非强平","已撤单","InfiniV8_1","      164298","沪镍2209","上期所","-1","000000021817|-290971658|3","ni",
"1403","""138411""","138411","ni2209","买　","开仓","已撤单","161550","-","1","1","0","投机","当日有效","23:41:12","非强平","已撤单","InfiniV8_1","      164294","沪镍2209","上期所","-1","000000021801|-290971658|3","ni",
"1402","""138411""","138411","ni2209","买　","开仓","已撤单","161490","-","1","1","0","投机","当日有效","23:41:09","非强平","已撤单","InfiniV8_1","      164274","沪镍2209","上期所","-1","000000021785|-290971658|3","ni",
"1401","""138411""","138411","ni2209","买　","开仓","已撤单","161490","-","1","1","0","投机","当日有效","23:41:06","非强平","已撤单","InfiniV8_1","      164260","沪镍2209","上期所","-1","000000021769|-290971658|3","ni",
"1400","""138411""","138411","ni2208","　卖","开仓","全部成交","166740","166740.0","1","0","1","投机","当日有效","23:41:04","非强平","全部成交报单已提交","InfiniV8_1","      164248","沪镍2208","上期所","-1","000000021761|-290971658|3","ni",
"1399","""138411""","138411","ni2209","买　","开仓","全部成交","161480","161480.0","1","0","1","投机","当日有效","23:41:04","非强平","全部成交报单已提交","InfiniV8_1","      164247","沪镍2209","上期所","-1","000000021753|-290971658|3","ni",
"1398","""138411""","138411","ni2209","买　","开仓","已撤单","161460","-","1","1","0","投机","当日有效","23:40:58","非强平","已撤单","InfiniV8_1","      164216","沪镍2209","上期所","-1","000000021737|-290971658|3","ni",
"1397","""138411""","138411","ni2209","买　","开仓","已撤单","161430","-","1","1","0","投机","当日有效","23:40:56","非强平","已撤单","InfiniV8_1","      164207","沪镍2209","上期所","-1","000000021721|-290971658|3","ni",
"1396","""138411""","138411","ni2209","买　","开仓","已撤单","161420","-","1","1","0","投机","当日有效","23:40:54","非强平","已撤单","InfiniV8_1","      164201","沪镍2209","上期所","-1","000000021705|-290971658|3","ni",
"1395","""138411""","138411","ni2209","买　","开仓","已撤单","161430","-","1","1","0","投机","当日有效","23:40:54","非强平","已撤单","InfiniV8_1","      164198","沪镍2209","上期所","-1","000000021689|-290971658|3","ni",
"1394","""138411""","138411","ni2209","买　","开仓","已撤单","161420","-","1","1","0","投机","当日有效","23:40:53","非强平","已撤单","InfiniV8_1","      164194","沪镍2209","上期所","-1","000000021673|-290971658|3","ni",
"1393","""138411""","138411","ni2209","买　","开仓","已撤单","161390","-","1","1","0","投机","当日有效","23:40:51","非强平","已撤单","InfiniV8_1","      164185","沪镍2209","上期所","-1","000000021657|-290971658|3","ni",
"1392","""138411""","138411","ni2209","买　","开仓","已撤单","161370","-","1","1","0","投机","当日有效","23:40:50","非强平","已撤单","InfiniV8_1","      164182","沪镍2209","上期所","-1","000000021641|-290971658|3","ni",
