"序号","投资者","用户描述","合约","买卖","开平","状态","委托价格","成交均价","总手数","未成交","已成交","投保","有效期","报单时间","强平原因","详细状态","终端产品","单号","合约名","交易所","交易单元","本地单号","品种",
"1714","""138411""","138411","ni2209","买　","开仓","已撤单","161110","-","1","1","0","投机","当日有效","00:24:20","非强平","已撤单","InfiniV8_1","      176277","沪镍2209","上期所","-1","000000026673|-290971658|3","ni",
"1713","""138411""","138411","ni2209","买　","开仓","已撤单","161120","-","1","1","0","投机","当日有效","00:24:20","非强平","已撤单","InfiniV8_1","      176275","沪镍2209","上期所","-1","000000026657|-290971658|3","ni",
"1712","""138411""","138411","ni2209","买　","开仓","已撤单","160940","-","1","1","0","投机","当日有效","00:24:08","非强平","已撤单","InfiniV8_1","      176165","沪镍2209","上期所","-1","000000026641|-290971658|3","ni",
"1711","""138411""","138411","ni2209","买　","开仓","已撤单","160940","-","1","1","0","投机","当日有效","00:24:06","非强平","已撤单","InfiniV8_1","      176154","沪镍2209","上期所","-1","000000026625|-290971658|3","ni",
"1710","""138411""","138411","ni2209","买　","开仓","已撤单","160910","-","1","1","0","投机","当日有效","00:22:11","非强平","已撤单","InfiniV8_1","      175698","沪镍2209","上期所","-1","000000026609|-290971658|3","ni",
"1709","""138411""","138411","ni2209","买　","开仓","已撤单","160880","-","1","1","0","投机","当日有效","00:22:10","非强平","已撤单","InfiniV8_1","      175692","沪镍2209","上期所","-1","000000026593|-290971658|3","ni",
"1708","""138411""","138411","ni2209","买　","开仓","已撤单","161030","-","1","1","0","投机","当日有效","00:21:41","非强平","已撤单","InfiniV8_1","      175545","沪镍2209","上期所","-1","000000026577|-290971658|3","ni",
"1707","""138411""","138411","ni2209","买　","开仓","已撤单","161080","-","1","1","0","投机","当日有效","00:21:37","非强平","已撤单","InfiniV8_1","      175522","沪镍2209","上期所","-1","000000026561|-290971658|3","ni",
"1706","""138411""","138411","ni2209","买　","开仓","已撤单","161020","-","1","1","0","投机","当日有效","00:21:36","非强平","已撤单","InfiniV8_1","      175512","沪镍2209","上期所","-1","000000026545|-290971658|3","ni",
"1705","""138411""","138411","ni2209","买　","开仓","已撤单","161080","-","1","1","0","投机","当日有效","00:20:45","非强平","已撤单","InfiniV8_1","      175262","沪镍2209","上期所","-1","000000026529|-290971658|3","ni",
"1704","""138411""","138411","ni2209","买　","开仓","已撤单","161090","-","1","1","0","投机","当日有效","00:20:37","非强平","已撤单","InfiniV8_1","      175247","沪镍2209","上期所","-1","000000026513|-290971658|3","ni",
"1703","""138411""","138411","ni2209","买　","开仓","已撤单","161080","-","1","1","0","投机","当日有效","00:20:36","非强平","已撤单","InfiniV8_1","      175236","沪镍2209","上期所","-1","000000026497|-290971658|3","ni",
"1702","""138411""","138411","ni2209","买　","开仓","已撤单","160940","-","1","1","0","投机","当日有效","00:20:36","非强平","已撤单","InfiniV8_1","      175234","沪镍2209","上期所","-1","000000026481|-290971658|3","ni",
"1701","""138411""","138411","ni2209","买　","开仓","已撤单","161160","-","1","1","0","投机","当日有效","00:20:24","非强平","已撤单","InfiniV8_1","      175190","沪镍2209","上期所","-1","000000026465|-290971658|3","ni",
"1700","""138411""","138411","ni2209","买　","开仓","已撤单","161110","-","1","1","0","投机","当日有效","00:20:15","非强平","已撤单","InfiniV8_1","      175125","沪镍2209","上期所","-1","000000026449|-290971658|3","ni",
"1699","""138411""","138411","ni2209","买　","开仓","已撤单","161170","-","1","1","0","投机","当日有效","00:19:59","非强平","已撤单","InfiniV8_1","      174960","沪镍2209","上期所","-1","000000026433|-290971658|3","ni",
"1698","""138411""","138411","ni2209","买　","开仓","已撤单","161080","-","1","1","0","投机","当日有效","00:19:50","非强平","已撤单","InfiniV8_1","      174919","沪镍2209","上期所","-1","000000026417|-290971658|3","ni",
"1697","""138411""","138411","ni2209","买　","开仓","已撤单","161150","-","1","1","0","投机","当日有效","00:19:39","非强平","已撤单","InfiniV8_1","      174855","沪镍2209","上期所","-1","000000026401|-290971658|3","ni",
"1696","""138411""","138411","ni2209","买　","开仓","已撤单","161130","-","1","1","0","投机","当日有效","00:19:35","非强平","已撤单","InfiniV8_1","      174831","沪镍2209","上期所","-1","000000026385|-290971658|3","ni",
"1695","""138411""","138411","ni2209","买　","开仓","已撤单","160880","-","1","1","0","投机","当日有效","00:19:34","非强平","已撤单","InfiniV8_1","      174820","沪镍2209","上期所","-1","000000026369|-290971658|3","ni",
"1694","""138411""","138411","ni2209","买　","开仓","已撤单","161070","-","1","1","0","投机","当日有效","00:19:34","非强平","已撤单","InfiniV8_1","      174816","沪镍2209","上期所","-1","000000026353|-290971658|3","ni",
"1693","""138411""","138411","ni2209","买　","开仓","已撤单","160930","-","1","1","0","投机","当日有效","00:18:37","非强平","已撤单","InfiniV8_1","      174640","沪镍2209","上期所","-1","000000026337|-290971658|3","ni",
"1692","""138411""","138411","ni2209","买　","开仓","已撤单","160930","-","1","1","0","投机","当日有效","00:18:26","非强平","已撤单","InfiniV8_1","      174597","沪镍2209","上期所","-1","000000026321|-290971658|3","ni",
"1691","""138411""","138411","ni2209","买　","开仓","已撤单","160920","-","1","1","0","投机","当日有效","00:18:11","非强平","已撤单","InfiniV8_1","      174545","沪镍2209","上期所","-1","000000026305|-290971658|3","ni",
"1690","""138411""","138411","ni2209","买　","开仓","已撤单","160950","-","1","1","0","投机","当日有效","00:18:07","非强平","已撤单","InfiniV8_1","      174525","沪镍2209","上期所","-1","000000026289|-290971658|3","ni",
"1689","""138411""","138411","ni2209","买　","开仓","已撤单","160910","-","1","1","0","投机","当日有效","00:18:01","非强平","已撤单","InfiniV8_1","      174476","沪镍2209","上期所","-1","000000026273|-290971658|3","ni",
"1688","""138411""","138411","ni2209","买　","开仓","已撤单","160980","-","1","1","0","投机","当日有效","00:16:26","非强平","已撤单","InfiniV8_1","      174134","沪镍2209","上期所","-1","000000026257|-290971658|3","ni",
"1687","""138411""","138411","ni2209","买　","开仓","已撤单","160980","-","1","1","0","投机","当日有效","00:16:19","非强平","已撤单","InfiniV8_1","      174086","沪镍2209","上期所","-1","000000026241|-290971658|3","ni",
"1686","""138411""","138411","ni2209","买　","开仓","已撤单","160980","-","1","1","0","投机","当日有效","00:16:18","非强平","已撤单","InfiniV8_1","      174081","沪镍2209","上期所","-1","000000026225|-290971658|3","ni",
"1685","""138411""","138411","ni2209","买　","开仓","已撤单","160980","-","1","1","0","投机","当日有效","00:16:15","非强平","已撤单","InfiniV8_1","      174070","沪镍2209","上期所","-1","000000026209|-290971658|3","ni",
"1684","""138411""","138411","ni2209","买　","开仓","已撤单","161020","-","1","1","0","投机","当日有效","00:16:07","非强平","已撤单","InfiniV8_1","      174055","沪镍2209","上期所","-1","000000026193|-290971658|3","ni",
"1683","""138411""","138411","ni2209","买　","开仓","已撤单","160870","-","1","1","0","投机","当日有效","00:16:07","非强平","已撤单","InfiniV8_1","      174048","沪镍2209","上期所","-1","000000026177|-290971658|3","ni",
"1682","""138411""","138411","ni2209","买　","开仓","已撤单","161220","-","1","1","0","投机","当日有效","00:15:54","非强平","已撤单","InfiniV8_1","      173992","沪镍2209","上期所","-1","000000026161|-290971658|3","ni",
"1681","""138411""","138411","ni2209","买　","开仓","已撤单","161210","-","1","1","0","投机","当日有效","00:15:54","非强平","已撤单","InfiniV8_1","      173986","沪镍2209","上期所","-1","000000026145|-290971658|3","ni",
"1680","""138411""","138411","ni2209","买　","开仓","已撤单","161160","-","1","1","0","投机","当日有效","00:15:53","非强平","已撤单","InfiniV8_1","      173982","沪镍2209","上期所","-1","000000026129|-290971658|3","ni",
"1679","""138411""","138411","ni2209","买　","开仓","已撤单","161130","-","1","1","0","投机","当日有效","00:15:51","非强平","已撤单","InfiniV8_1","      173975","沪镍2209","上期所","-1","000000026113|-290971658|3","ni",
"1678","""138411""","138411","ni2209","买　","开仓","已撤单","161170","-","1","1","0","投机","当日有效","00:15:49","非强平","已撤单","InfiniV8_1","      173961","沪镍2209","上期所","-1","000000026097|-290971658|3","ni",
"1677","""138411""","138411","ni2209","买　","开仓","已撤单","161130","-","1","1","0","投机","当日有效","00:15:48","非强平","已撤单","InfiniV8_1","      173957","沪镍2209","上期所","-1","000000026081|-290971658|3","ni",
"1676","""138411""","138411","ni2209","买　","开仓","已撤单","161180","-","1","1","0","投机","当日有效","00:15:47","非强平","已撤单","InfiniV8_1","      173954","沪镍2209","上期所","-1","000000026065|-290971658|3","ni",
"1675","""138411""","138411","ni2209","买　","开仓","已撤单","161040","-","1","1","0","投机","当日有效","00:15:46","非强平","已撤单","InfiniV8_1","      173946","沪镍2209","上期所","-1","000000026049|-290971658|3","ni",
"1674","""138411""","138411","ni2209","买　","开仓","已撤单","160860","-","1","1","0","投机","当日有效","00:15:42","非强平","已撤单","InfiniV8_1","      173924","沪镍2209","上期所","-1","000000026033|-290971658|3","ni",
"1673","""138411""","138411","ni2209","买　","开仓","已撤单","160830","-","1","1","0","投机","当日有效","00:15:13","非强平","已撤单","InfiniV8_1","      173871","沪镍2209","上期所","-1","000000026017|-290971658|3","ni",
"1672","""138411""","138411","ni2209","买　","开仓","已撤单","160880","-","1","1","0","投机","当日有效","00:15:10","非强平","已撤单","InfiniV8_1","      173862","沪镍2209","上期所","-1","000000026001|-290971658|3","ni",
"1671","""138411""","138411","ni2209","买　","开仓","已撤单","160820","-","1","1","0","投机","当日有效","00:15:10","非强平","已撤单","InfiniV8_1","      173860","沪镍2209","上期所","-1","000000025985|-290971658|3","ni",
"1670","""138411""","138411","ni2209","买　","开仓","已撤单","160820","-","1","1","0","投机","当日有效","00:15:01","非强平","已撤单","InfiniV8_1","      173838","沪镍2209","上期所","-1","000000025969|-290971658|3","ni",
"1669","""138411""","138411","ni2209","买　","开仓","已撤单","160850","-","1","1","0","投机","当日有效","00:14:45","非强平","已撤单","InfiniV8_1","      173804","沪镍2209","上期所","-1","000000025953|-290971658|3","ni",
"1668","""138411""","138411","ni2209","买　","开仓","已撤单","160770","-","1","1","0","投机","当日有效","00:14:10","非强平","已撤单","InfiniV8_1","      173752","沪镍2209","上期所","-1","000000025937|-290971658|3","ni",
"1667","""138411""","138411","ni2209","买　","开仓","已撤单","160760","-","1","1","0","投机","当日有效","00:13:40","非强平","已撤单","InfiniV8_1","      173691","沪镍2209","上期所","-1","000000025921|-290971658|3","ni",
"1666","""138411""","138411","ni2209","买　","开仓","已撤单","160790","-","1","1","0","投机","当日有效","00:13:22","非强平","已撤单","InfiniV8_1","      173632","沪镍2209","上期所","-1","000000025905|-290971658|3","ni",
"1665","""138411""","138411","ni2209","买　","开仓","已撤单","160770","-","1","1","0","投机","当日有效","00:13:17","非强平","已撤单","InfiniV8_1","      173617","沪镍2209","上期所","-1","000000025889|-290971658|3","ni",
"1664","""138411""","138411","ni2209","买　","开仓","已撤单","160800","-","1","1","0","投机","当日有效","00:13:03","非强平","已撤单","InfiniV8_1","      173570","沪镍2209","上期所","-1","000000025873|-290971658|3","ni",
"1663","""138411""","138411","ni2209","买　","开仓","已撤单","160770","-","1","1","0","投机","当日有效","00:11:40","非强平","已撤单","InfiniV8_1","      173263","沪镍2209","上期所","-1","000000025857|-290971658|3","ni",
"1662","""138411""","138411","ni2209","买　","开仓","已撤单","160990","-","1","1","0","投机","当日有效","00:10:52","非强平","已撤单","InfiniV8_1","      173129","沪镍2209","上期所","-1","000000025841|-290971658|3","ni",
"1661","""138411""","138411","ni2209","买　","开仓","已撤单","161050","-","1","1","0","投机","当日有效","00:10:45","非强平","已撤单","InfiniV8_1","      173109","沪镍2209","上期所","-1","000000025825|-290971658|3","ni",
"1660","""138411""","138411","ni2209","买　","开仓","已撤单","161040","-","1","1","0","投机","当日有效","00:10:38","非强平","已撤单","InfiniV8_1","      173085","沪镍2209","上期所","-1","000000025809|-290971658|3","ni",
"1659","""138411""","138411","ni2209","买　","开仓","已撤单","161030","-","1","1","0","投机","当日有效","00:10:24","非强平","已撤单","InfiniV8_1","      173040","沪镍2209","上期所","-1","000000025793|-290971658|3","ni",
"1658","""138411""","138411","ni2209","买　","开仓","已撤单","161050","-","1","1","0","投机","当日有效","00:09:55","非强平","已撤单","InfiniV8_1","      172940","沪镍2209","上期所","-1","000000025777|-290971658|3","ni",
"1657","""138411""","138411","ni2209","买　","开仓","已撤单","161030","-","1","1","0","投机","当日有效","00:09:52","非强平","已撤单","InfiniV8_1","      172929","沪镍2209","上期所","-1","000000025761|-290971658|3","ni",
"1656","""138411""","138411","ni2209","买　","开仓","已撤单","160830","-","1","1","0","投机","当日有效","00:09:46","非强平","已撤单","InfiniV8_1","      172897","沪镍2209","上期所","-1","000000025745|-290971658|3","ni",
"1655","""138411""","138411","ni2209","买　","开仓","已撤单","161030","-","1","1","0","投机","当日有效","00:09:25","非强平","已撤单","InfiniV8_1","      172787","沪镍2209","上期所","-1","000000025729|-290971658|3","ni",
"1654","""138411""","138411","ni2209","　卖","开仓","已撤单","161390","-","1","1","0","投机","当日有效","00:06:17","非强平","已撤单","InfiniV8_1","      172128","沪镍2209","上期所","-1","000000025713|-290971658|3","ni",
"1653","""138411""","138411","ni2209","买　","开仓","已撤单","160900","-","1","1","0","投机","当日有效","00:05:00","非强平","已撤单","InfiniV8_1","      171875","沪镍2209","上期所","-1","000000025697|-290971658|3","ni",
"1652","""138411""","138411","ni2209","买　","开仓","已撤单","160890","-","1","1","0","投机","当日有效","00:04:58","非强平","已撤单","InfiniV8_1","      171854","沪镍2209","上期所","-1","000000025681|-290971658|3","ni",
"1651","""138411""","138411","ni2209","买　","开仓","已撤单","161000","-","1","1","0","投机","当日有效","00:04:52","非强平","已撤单","InfiniV8_1","      171831","沪镍2209","上期所","-1","000000025665|-290971658|3","ni",
"1650","""138411""","138411","ni2209","买　","开仓","已撤单","161000","-","1","1","0","投机","当日有效","00:04:50","非强平","已撤单","InfiniV8_1","      171820","沪镍2209","上期所","-1","000000025649|-290971658|3","ni",
"1649","""138411""","138411","ni2209","买　","开仓","已撤单","160950","-","1","1","0","投机","当日有效","00:04:45","非强平","已撤单","InfiniV8_1","      171787","沪镍2209","上期所","-1","000000025633|-290971658|3","ni",
"1648","""138411""","138411","ni2209","买　","开仓","已撤单","161030","-","1","1","0","投机","当日有效","00:04:44","非强平","已撤单","InfiniV8_1","      171781","沪镍2209","上期所","-1","000000025617|-290971658|3","ni",
"1647","""138411""","138411","ni2209","买　","开仓","已撤单","161020","-","1","1","0","投机","当日有效","00:04:38","非强平","已撤单","InfiniV8_1","      171756","沪镍2209","上期所","-1","000000025601|-290971658|3","ni",
"1646","""138411""","138411","ni2209","买　","开仓","已撤单","160880","-","1","1","0","投机","当日有效","00:04:35","非强平","已撤单","InfiniV8_1","      171737","沪镍2209","上期所","-1","000000025585|-290971658|3","ni",
"1645","""138411""","138411","ni2209","买　","开仓","已撤单","160980","-","1","1","0","投机","当日有效","00:04:34","非强平","已撤单","InfiniV8_1","      171729","沪镍2209","上期所","-1","000000025569|-290971658|3","ni",
"1644","""138411""","138411","ni2209","买　","开仓","已撤单","160860","-","1","1","0","投机","当日有效","00:04:31","非强平","已撤单","InfiniV8_1","      171703","沪镍2209","上期所","-1","000000025553|-290971658|3","ni",
"1643","""138411""","138411","ni2208","买　","平今","全部成交","165910","165910.0","1","0","1","投机","当日有效","00:03:27","非强平","全部成交报单已提交","InfiniV8_1","      171409","沪镍2208","上期所","-1","000000025545|-290971658|3","ni",
"1642","""138411""","138411","ni2209","　卖","平今","全部成交","160810","160810.0","1","0","1","投机","当日有效","00:03:27","非强平","全部成交报单已提交","InfiniV8_1","      171408","沪镍2209","上期所","-1","000000025537|-290971658|3","ni",
"1641","""138411""","138411","ni2209","　卖","平今","已撤单","160940","-","1","1","0","投机","当日有效","00:03:14","非强平","已撤单","InfiniV8_1","      171326","沪镍2209","上期所","-1","000000025521|-290971658|3","ni",
"1640","""138411""","138411","ni2209","　卖","平今","已撤单","160990","-","1","1","0","投机","当日有效","00:03:14","非强平","已撤单","InfiniV8_1","      171323","沪镍2209","上期所","-1","000000025505|-290971658|3","ni",
"1639","""138411""","138411","ni2209","　卖","平今","已撤单","160890","-","1","1","0","投机","当日有效","00:03:11","非强平","已撤单","InfiniV8_1","      171302","沪镍2209","上期所","-1","000000025489|-290971658|3","ni",
"1638","""138411""","138411","ni2209","　卖","平今","已撤单","161000","-","1","1","0","投机","当日有效","00:03:11","非强平","已撤单","InfiniV8_1","      171298","沪镍2209","上期所","-1","000000025473|-290971658|3","ni",
"1637","""138411""","138411","ni2209","　卖","平今","已撤单","160910","-","1","1","0","投机","当日有效","00:03:08","非强平","已撤单","InfiniV8_1","      171282","沪镍2209","上期所","-1","000000025457|-290971658|3","ni",
"1636","""138411""","138411","ni2209","　卖","平今","已撤单","160900","-","1","1","0","投机","当日有效","00:03:03","非强平","已撤单","InfiniV8_1","      171261","沪镍2209","上期所","-1","000000025441|-290971658|3","ni",
"1635","""138411""","138411","ni2209","　卖","平今","已撤单","160850","-","1","1","0","投机","当日有效","00:03:01","非强平","已撤单","InfiniV8_1","      171240","沪镍2209","上期所","-1","000000025425|-290971658|3","ni",
"1634","""138411""","138411","ni2209","　卖","平今","已撤单","160910","-","1","1","0","投机","当日有效","00:03:00","非强平","已撤单","InfiniV8_1","      171237","沪镍2209","上期所","-1","000000025409|-290971658|3","ni",
"1633","""138411""","138411","ni2209","　卖","平今","已撤单","160860","-","1","1","0","投机","当日有效","00:02:55","非强平","已撤单","InfiniV8_1","      171205","沪镍2209","上期所","-1","000000025393|-290971658|3","ni",
"1632","""138411""","138411","ni2209","　卖","平今","已撤单","160840","-","1","1","0","投机","当日有效","00:02:55","非强平","已撤单","InfiniV8_1","      171199","沪镍2209","上期所","-1","000000025377|-290971658|3","ni",
"1631","""138411""","138411","ni2209","　卖","平今","已撤单","160820","-","1","1","0","投机","当日有效","00:02:45","非强平","已撤单","InfiniV8_1","      171147","沪镍2209","上期所","-1","000000025361|-290971658|3","ni",
"1630","""138411""","138411","ni2209","　卖","开仓","已撤单","160850","-","1","1","0","投机","当日有效","00:02:15","非强平","已撤单","InfiniV8_1","      170982","沪镍2209","上期所","-1","000000025345|-290971658|3","ni",
"1629","""138411""","138411","ni2209","　卖","开仓","已撤单","160870","-","1","1","0","投机","当日有效","00:02:13","非强平","已撤单","InfiniV8_1","      170968","沪镍2209","上期所","-1","000000025329|-290971658|3","ni",
"1628","""138411""","138411","ni2209","　卖","开仓","已撤单","160920","-","1","1","0","投机","当日有效","00:02:13","非强平","已撤单","InfiniV8_1","      170963","沪镍2209","上期所","-1","000000025305|-290971658|3","ni",
"1627","""138411""","138411","ni2209","　卖","开仓","已撤单","160920","-","1","1","0","投机","当日有效","00:02:13","非强平","已撤单","InfiniV8_1","      170962","沪镍2209","上期所","-1","000000025289|-290971658|3","ni",
"1626","""138411""","138411","ni2209","　卖","开仓","已撤单","160890","-","1","1","0","投机","当日有效","00:02:09","非强平","已撤单","InfiniV8_1","      170937","沪镍2209","上期所","-1","000000025281|-290971658|3","ni",
"1625","""138411""","138411","ni2209","　卖","开仓","已撤单","160920","-","1","1","0","投机","当日有效","00:02:08","非强平","已撤单","InfiniV8_1","      170934","沪镍2209","上期所","-1","000000025265|-290971658|3","ni",
"1624","""138411""","138411","ni2209","　卖","开仓","已撤单","160910","-","1","1","0","投机","当日有效","00:02:06","非强平","已撤单","InfiniV8_1","      170932","沪镍2209","上期所","-1","000000025249|-290971658|3","ni",
"1623","""138411""","138411","ni2209","　卖","开仓","已撤单","160900","-","1","1","0","投机","当日有效","00:02:05","非强平","已撤单","InfiniV8_1","      170919","沪镍2209","上期所","-1","000000025233|-290971658|3","ni",
"1622","""138411""","138411","ni2209","　卖","开仓","已撤单","160920","-","1","1","0","投机","当日有效","00:02:04","非强平","已撤单","InfiniV8_1","      170914","沪镍2209","上期所","-1","000000025217|-290971658|3","ni",
"1621","""138411""","138411","ni2209","　卖","开仓","已撤单","160900","-","1","1","0","投机","当日有效","00:02:03","非强平","已撤单","InfiniV8_1","      170911","沪镍2209","上期所","-1","000000025201|-290971658|3","ni",
"1620","""138411""","138411","ni2209","　卖","开仓","已撤单","160930","-","1","1","0","投机","当日有效","00:02:03","非强平","已撤单","InfiniV8_1","      170907","沪镍2209","上期所","-1","000000025185|-290971658|3","ni",
"1619","""138411""","138411","ni2209","　卖","开仓","已撤单","160980","-","1","1","0","投机","当日有效","00:02:03","非强平","已撤单","InfiniV8_1","      170906","沪镍2209","上期所","-1","000000025161|-290971658|3","ni",
"1618","""138411""","138411","ni2209","　卖","开仓","已撤单","160980","-","1","1","0","投机","当日有效","00:02:00","非强平","已撤单","InfiniV8_1","      170888","沪镍2209","上期所","-1","000000025153|-290971658|3","ni",
"1617","""138411""","138411","ni2209","　卖","开仓","已撤单","160960","-","1","1","0","投机","当日有效","00:01:59","非强平","已撤单","InfiniV8_1","      170885","沪镍2209","上期所","-1","000000025137|-290971658|3","ni",
"1616","""138411""","138411","ni2209","　卖","开仓","已撤单","160980","-","1","1","0","投机","当日有效","00:01:58","非强平","已撤单","InfiniV8_1","      170878","沪镍2209","上期所","-1","000000025121|-290971658|3","ni",
"1615","""138411""","138411","ni2209","　卖","开仓","已撤单","160970","-","1","1","0","投机","当日有效","00:01:58","非强平","已撤单","InfiniV8_1","      170872","沪镍2209","上期所","-1","000000025105|-290971658|3","ni",
"1614","""138411""","138411","ni2209","　卖","开仓","已撤单","160990","-","1","1","0","投机","当日有效","00:01:52","非强平","已撤单","InfiniV8_1","      170839","沪镍2209","上期所","-1","000000025089|-290971658|3","ni",
"1613","""138411""","138411","ni2209","　卖","开仓","已撤单","160940","-","1","1","0","投机","当日有效","00:01:50","非强平","已撤单","InfiniV8_1","      170831","沪镍2209","上期所","-1","000000025073|-290971658|3","ni",
"1612","""138411""","138411","ni2209","　卖","开仓","已撤单","160980","-","1","1","0","投机","当日有效","00:01:50","非强平","已撤单","InfiniV8_1","      170830","沪镍2209","上期所","-1","000000025057|-290971658|3","ni",
"1611","""138411""","138411","ni2209","　卖","开仓","已撤单","161110","-","1","1","0","投机","当日有效","23:57:22","非强平","已撤单","InfiniV8_1","      169635","沪镍2209","上期所","-1","000000025041|-290971658|3","ni",
"1610","""138411""","138411","ni2209","　卖","开仓","已撤单","161150","-","1","1","0","投机","当日有效","23:56:29","非强平","已撤单","InfiniV8_1","      169463","沪镍2209","上期所","-1","000000025025|-290971658|3","ni",
"1609","""138411""","138411","ni2209","　卖","开仓","已撤单","161010","-","1","1","0","投机","当日有效","23:55:52","非强平","已撤单","InfiniV8_1","      169345","沪镍2209","上期所","-1","000000025009|-290971658|3","ni",
"1608","""138411""","138411","ni2209","　卖","开仓","已撤单","161030","-","1","1","0","投机","当日有效","23:55:16","非强平","已撤单","InfiniV8_1","      169194","沪镍2209","上期所","-1","000000024993|-290971658|3","ni",
"1607","""138411""","138411","ni2209","　卖","开仓","已撤单","161040","-","1","1","0","投机","当日有效","23:55:06","非强平","已撤单","InfiniV8_1","      169146","沪镍2209","上期所","-1","000000024977|-290971658|3","ni",
"1606","""138411""","138411","ni2208","买　","平今","全部成交","166060","166060.0","1","0","1","投机","当日有效","23:51:57","非强平","全部成交报单已提交","InfiniV8_1","      168445","沪镍2208","上期所","-1","000000024969|-290971658|3","ni",
"1605","""138411""","138411","ni2209","　卖","平今","全部成交","160910","160910.0","1","0","1","投机","当日有效","23:51:57","非强平","全部成交报单已提交","InfiniV8_1","      168443","沪镍2209","上期所","-1","000000024961|-290971658|3","ni",
"1604","""138411""","138411","ni2209","　卖","平今","已撤单","161010","-","1","1","0","投机","当日有效","23:51:57","非强平","已撤单","InfiniV8_1","      168442","沪镍2209","上期所","-1","000000024945|-290971658|3","ni",
"1603","""138411""","138411","ni2209","　卖","平今","已撤单","161050","-","1","1","0","投机","当日有效","23:51:43","非强平","已撤单","InfiniV8_1","      168402","沪镍2209","上期所","-1","000000024929|-290971658|3","ni",
"1602","""138411""","138411","ni2209","　卖","平今","已撤单","161170","-","1","1","0","投机","当日有效","23:51:41","非强平","已撤单","InfiniV8_1","      168381","沪镍2209","上期所","-1","000000024913|-290971658|3","ni",
"1601","""138411""","138411","ni2209","　卖","平今","已撤单","161190","-","1","1","0","投机","当日有效","23:51:36","非强平","已撤单","InfiniV8_1","      168336","沪镍2209","上期所","-1","000000024897|-290971658|3","ni",
"1600","""138411""","138411","ni2209","　卖","平今","已撤单","161160","-","1","1","0","投机","当日有效","23:51:26","非强平","已撤单","InfiniV8_1","      168269","沪镍2209","上期所","-1","000000024881|-290971658|3","ni",
"1599","""138411""","138411","ni2209","　卖","平今","已撤单","161110","-","1","1","0","投机","当日有效","23:51:24","非强平","已撤单","InfiniV8_1","      168252","沪镍2209","上期所","-1","000000024865|-290971658|3","ni",
"1598","""138411""","138411","ni2209","　卖","平今","已撤单","161190","-","1","1","0","投机","当日有效","23:51:23","非强平","已撤单","InfiniV8_1","      168242","沪镍2209","上期所","-1","000000024849|-290971658|3","ni",
"1597","""138411""","138411","ni2208","买　","平今","全部成交","166250","166250.0","1","0","1","投机","当日有效","23:51:23","非强平","全部成交报单已提交","InfiniV8_1","      168238","沪镍2208","上期所","-1","000000024833|-290971658|3","ni",
"1596","""138411""","138411","ni2208","买　","平今","已撤单","166130","-","1","1","0","投机","当日有效","23:51:22","非强平","已撤单","InfiniV8_1","      168233","沪镍2208","上期所","-1","000000024817|-290971658|3","ni",
"1595","""138411""","138411","ni2209","　卖","平今","全部成交","161050","161050.0","1","0","1","投机","当日有效","23:51:22","非强平","全部成交报单已提交","InfiniV8_1","      168232","沪镍2209","上期所","-1","000000024809|-290971658|3","ni",
"1594","""138411""","138411","ni2209","　卖","平今","已撤单","161190","-","1","1","0","投机","当日有效","23:51:19","非强平","已撤单","InfiniV8_1","      168216","沪镍2209","上期所","-1","000000024793|-290971658|3","ni",
"1593","""138411""","138411","ni2209","　卖","平今","已撤单","161180","-","1","1","0","投机","当日有效","23:51:18","非强平","已撤单","InfiniV8_1","      168209","沪镍2209","上期所","-1","000000024777|-290971658|3","ni",
"1592","""138411""","138411","ni2209","　卖","平今","已撤单","161170","-","1","1","0","投机","当日有效","23:51:17","非强平","已撤单","InfiniV8_1","      168202","沪镍2209","上期所","-1","000000024761|-290971658|3","ni",
"1591","""138411""","138411","ni2209","　卖","平今","已撤单","161190","-","1","1","0","投机","当日有效","23:51:16","非强平","已撤单","InfiniV8_1","      168197","沪镍2209","上期所","-1","000000024745|-290971658|3","ni",
"1590","""138411""","138411","ni2209","　卖","平今","已撤单","161190","-","1","1","0","投机","当日有效","23:51:10","非强平","已撤单","InfiniV8_1","      168179","沪镍2209","上期所","-1","000000024729|-290971658|3","ni",
"1589","""138411""","138411","ni2209","　卖","平今","已撤单","161090","-","1","1","0","投机","当日有效","23:51:10","非强平","已撤单","InfiniV8_1","      168172","沪镍2209","上期所","-1","000000024713|-290971658|3","ni",
"1588","""138411""","138411","ni2209","　卖","平今","已撤单","161080","-","1","1","0","投机","当日有效","23:51:02","非强平","已撤单","InfiniV8_1","      168101","沪镍2209","上期所","-1","000000024697|-290971658|3","ni",
"1587","""138411""","138411","ni2209","　卖","平今","已撤单","161110","-","1","1","0","投机","当日有效","23:51:02","非强平","已撤单","InfiniV8_1","      168092","沪镍2209","上期所","-1","000000024681|-290971658|3","ni",
"1586","""138411""","138411","ni2209","　卖","平今","已撤单","161020","-","1","1","0","投机","当日有效","23:50:54","非强平","已撤单","InfiniV8_1","      167998","沪镍2209","上期所","-1","000000024665|-290971658|3","ni",
"1585","""138411""","138411","ni2209","　卖","平今","已撤单","161040","-","1","1","0","投机","当日有效","23:50:53","非强平","已撤单","InfiniV8_1","      167989","沪镍2209","上期所","-1","000000024649|-290971658|3","ni",
