序号,投资者账号,投资者,报单编号,本地报单编号,交易所,合约代码,合约名称,买卖,开平,报单价格,报单数量,报单状态,成交均价,成交数量,撤单数量,剩余数量,报单时间,撤单时间,成交时间,成交时间(日),手续费,平仓盈亏,平仓盈亏(逐笔),类型,时态,策略编号,备注,MEMO,策略名称,类别,下单用户,撤单用户,IP地址,MAC,委托终端,前置ID,会话ID,营业部
22,138411,？？？？？？？？′？？？,58873,000000003009,SHFE,ni2208,ni2208,买,平今,170860,1,全部成交,170860.0,1,0,0,21:39:58,,21:39:58,20220701 21:39:58,--,-1540.00,-1540.00,投机,GFD,套利[C7],,,ni09-08:Spread[C7],普通,138411,,,,InfiniV8_1,3,-290971658,
21,138411,？？？？？？？？′？？？,58872,000000003001,SHFE,ni2209,ni2209,    卖,平今,166190,1,全部成交,166190.0,1,0,0,21:39:58,,21:39:58,20220701 21:39:58,--,1570.00,1570.00,投机,GFD,套利[C7],,,ni09-08:Spread[C7],普通,138411,,,,InfiniV8_1,3,-290971658,
20,138411,？？？？？？？？′？？？,58566,000000002801,SHFE,ni2208,ni2208,买,平今,171020,1,全部成交,171020.0,1,0,0,21:39:37,,21:39:37,20220701 21:39:37,--,-1850.00,-1850.00,投机,GFD,套利[C7],,,ni09-08:Spread[C7],普通,138411,,,,InfiniV8_1,3,-290971658,
19,138411,？？？？？？？？′？？？,58565,000000002793,SHFE,ni2209,ni2209,    卖,平今,166340,1,全部成交,166340.0,1,0,0,21:39:37,,21:39:37,20220701 21:39:37,--,1890.00,1890.00,投机,GFD,套利[C7],,,ni09-08:Spread[C7],普通,138411,,,,InfiniV8_1,3,-290971658,
18,138411,？？？？？？？？′？？？,58556,000000002769,SHFE,ni2208,ni2208,买,平今,171060,1,全部成交,171060.0,1,0,0,21:39:37,,21:39:37,20220701 21:39:37,--,-2460.00,-2460.00,投机,GFD,套利[C7],,,ni09-08:Spread[C7],普通,138411,,,,InfiniV8_1,3,-290971658,
17,138411,？？？？？？？？′？？？,58507,000000002753,SHFE,ni2209,ni2209,    卖,平今,166420,1,全部成交,166430.0,1,0,0,21:39:34,,21:39:37,20220701 21:39:37,--,2410.00,2410.00,投机,GFD,套利[C7],CTP:报单已全成交或已撤销，不能再撤,,ni09-08:Spread[C7],普通,138411,,,,InfiniV8_1,3,-290971658,
16,138411,？？？？？？？？′？？？,31318,000000002217,SHFE,ni2208,ni2208,    卖,开仓,169240,1,全部成交,169240.0,1,0,0,21:16:12,,21:16:12,20220701 21:16:12,1.00,--,--,投机,GFD,套利[C6],,,ni09-08:Spread[C6],普通,138411,,,,InfiniV8_1,3,-290971658,
15,138411,？？？？？？？？′？？？,31315,000000002209,SHFE,ni2209,ni2209,买,开仓,164520,1,全部成交,164520.0,1,0,0,21:16:12,,21:16:12,20220701 21:16:12,1.00,--,--,投机,GFD,套利[C6],,,ni09-08:Spread[C6],普通,138411,,,,InfiniV8_1,3,-290971658,
14,138411,？？？？？？？？′？？？,31229,000000002121,SHFE,ni2208,ni2208,    卖,开仓,169260,1,全部成交,169260.0,1,0,0,21:16:08,,21:16:08,20220701 21:16:08,1.00,--,--,投机,GFD,套利[C6],,,ni09-08:Spread[C6],普通,138411,,,,InfiniV8_1,3,-290971658,
13,138411,？？？？？？？？′？？？,31212,000000002113,SHFE,ni2209,ni2209,买,开仓,164560,1,全部成交,164560.0,1,0,0,21:16:08,,21:16:08,20220701 21:16:08,1.00,--,--,投机,GFD,套利[C6],,,ni09-08:Spread[C6],普通,138411,,,,InfiniV8_1,3,-290971658,
12,138411,？？？？？？？？′？？？,31190,000000002089,SHFE,ni2208,ni2208,    卖,开仓,169320,1,全部成交,169320.0,1,0,0,21:16:08,,21:16:08,20220701 21:16:08,1.00,--,--,投机,GFD,套利[C6],,,ni09-08:Spread[C6],普通,138411,,,,InfiniV8_1,3,-290971658,
11,138411,？？？？？？？？′？？？,31189,000000002081,SHFE,ni2209,ni2209,买,开仓,164620,1,全部成交,164620.0,1,0,0,21:16:07,,21:16:07,20220701 21:16:07,1.00,--,--,投机,GFD,套利[C6],,,ni09-08:Spread[C6],普通,138411,,,,InfiniV8_1,3,-290971658,
10,138411,？？？？？？？？′？？？,31077,000000002025,SHFE,ni2208,ni2208,    卖,开仓,169170,1,全部成交,169170.0,1,0,0,21:16:04,,21:16:04,20220701 21:16:04,1.00,--,--,投机,GFD,套利[C6],,,ni09-08:Spread[C6],普通,138411,,,,InfiniV8_1,3,-290971658,
9,138411,？？？？？？？？′？？？,31076,000000002017,SHFE,ni2209,ni2209,买,开仓,164450,1,全部成交,164450.0,1,0,0,21:16:04,,21:16:04,20220701 21:16:04,1.00,--,--,投机,GFD,套利[C6],,,ni09-08:Spread[C6],普通,138411,,,,InfiniV8_1,3,-290971658,
8,138411,？？？？？？？？′？？？,27887,000000001673,SHFE,ni2208,ni2208,买,平今,169140,1,全部成交,169140.0,1,0,0,21:14:09,,21:14:09,20220701 21:14:09,--,-420.00,-420.00,投机,GFD,套利[C5],,,ni09-08:Spread[C5],普通,138411,,,,InfiniV8_1,3,-290971658,
7,138411,？？？？？？？？′？？？,27886,000000001665,SHFE,ni2209,ni2209,    卖,平今,164670,1,全部成交,164670.0,1,0,0,21:14:08,,21:14:08,20220701 21:14:08,--,650.00,650.00,投机,GFD,套利[C5],,,ni09-08:Spread[C5],普通,138411,,,,InfiniV8_1,3,-290971658,
6,138411,？？？？？？？？′？？？,8615,000000000473,SHFE,ni2208,ni2208,    卖,开仓,168600,1,全部成交,168600.0,1,0,0,21:02:05,,21:02:05,20220701 21:02:05,1.00,--,--,投机,GFD,套利[C4],,,ni09-08:Spread[C4],普通,138411,,,,InfiniV8_1,3,-290971658,
5,138411,？？？？？？？？′？？？,8601,000000000457,SHFE,ni2209,ni2209,买,开仓,164030,1,全部成交,164020.0,1,0,0,21:02:05,,21:02:05,20220701 21:02:05,1.00,--,--,投机,GFD,套利[C4],CTP:报单已全成交或已撤销，不能再撤,,ni09-08:Spread[C4],普通,138411,,,,InfiniV8_1,3,-290971658,
4,138411,？？？？？？？？′？？？,8522,000000000417,SHFE,ni2208,ni2208,    卖,开仓,168720,1,全部成交,168720.0,1,0,0,21:02:03,,21:02:03,20220701 21:02:03,1.00,--,--,投机,GFD,套利[C4],,,ni09-08:Spread[C4],普通,138411,,,,InfiniV8_1,3,-290971658,
3,138411,？？？？？？？？′？？？,8519,000000000401,SHFE,ni2209,ni2209,买,开仓,164020,1,全部成交,164020.0,1,0,0,21:02:03,,21:02:03,20220701 21:02:03,1.00,--,--,投机,GFD,套利[C4],28:SHFE:报单已经全部成交,,ni09-08:Spread[C4],普通,138411,,,,InfiniV8_1,3,-290971658,
2,138411,？？？？？？？？′？？？,8076,000000000312,SHFE,ag2212,白银2212,买,平仓,4297,2,全部成交,4297.0,2,0,0,21:01:52,,21:01:52,20220701 21:01:52,1.29,4230.00,3540.00,投机,GFD,,Close,,,普通,138411,,,,InfiniV8_1,3,-290971658,
1,138411,？？？？？？？？′？？？,8075,000000000304,SHFE,ag2209,ag2209,    卖,平仓,4281,2,全部成交,4281.0,2,0,0,21:01:52,,21:01:52,20220701 21:01:52,1.28,-4050.00,-3570.00,投机,GFD,,Close,,,普通,138411,,,,InfiniV8_1,3,-290971658,
